,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0,30088,1.1120360851287843,0.05154670171060723,0.007563495635986328,0.0012178333232864941,0.001,1000,0.0001,"{'C': 0.001, 'max_iter': 1000, 'tol': 0.0001}",0.9151122953939855,0.8565217391304348,0.9214421252371916,0.9622572370831807,0.9174242424242425,0.914551527853807,0.033761926348755564,58,0.9325968919677963,0.9352144050491925,0.9243005520726116,0.9198534247862444,0.925707771233137,0.9275346090217964,0.005610758015899574
1,0,30088,0.8279816627502441,0.0275408802911813,0.009175586700439452,0.001934446083211428,0.001,1000,0.001,"{'C': 0.001, 'max_iter': 1000, 'tol': 0.001}",0.9129943502824859,0.8372260150916278,0.9154982948086396,0.9550478997789241,0.9056891943489882,0.9052911508621332,0.03813733152095927,93,0.9192210938227895,0.933530827624514,0.9157796451914099,0.909771621115687,0.9179550412596035,0.9192516458028008,0.007842229358750657
2,0,30088,0.5064423561096192,0.030016136397366788,0.006182670593261719,0.0009775263971864157,0.001,1000,0.01,"{'C': 0.001, 'max_iter': 1000, 'tol': 0.01}",0.8922847558702944,0.7963031423290203,0.8769592476489029,0.9540947484392215,0.9030023094688222,0.8845288407512522,0.05115058431742424,96,0.8911986268713645,0.9203671085565959,0.8954828954828955,0.883725323509965,0.9090561711883837,0.899966025121841,0.013111529835308703
3,0,30088,0.43742785453796384,0.018961627352889747,0.0063822269439697266,0.0014937894862680743,0.001,1000,0.1,"{'C': 0.001, 'max_iter': 1000, 'tol': 0.1}",0.6199915647406158,0.7338075627105953,0.6669576604103011,0.8929778445362373,0.8498168498168498,0.75271029644292,0.10433576321668533,117,0.5924761370016844,0.8908728274290056,0.7997639653815893,0.7919211822660098,0.8607076713129934,0.7871483566782566,0.10416232059905875
4,0,30088,0.38536710739135743,0.013770985298022235,0.006382656097412109,0.0011966788810278228,0.001,1000,1.0,"{'C': 0.001, 'max_iter': 1000, 'tol': 1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,30088,0.8072377681732178,0.14719480611476055,0.0074062347412109375,0.0008187279981713344,0.001,2000,0.0001,"{'C': 0.001, 'max_iter': 2000, 'tol': 0.0001}",0.9151122953939855,0.8565217391304348,0.9214421252371916,0.9622572370831807,0.9174242424242425,0.914551527853807,0.033761926348755564,58,0.9325968919677963,0.9352144050491925,0.9243005520726116,0.9198534247862444,0.925707771233137,0.9275346090217964,0.005610758015899574
6,0,30088,0.70650634765625,0.009743511410985062,0.0071967124938964845,0.0011747737729187965,0.001,2000,0.001,"{'C': 0.001, 'max_iter': 2000, 'tol': 0.001}",0.9129943502824859,0.8372260150916278,0.9154982948086396,0.9550478997789241,0.9056891943489882,0.9052911508621332,0.03813733152095927,93,0.9192210938227895,0.933530827624514,0.9157796451914099,0.909771621115687,0.9179550412596035,0.9192516458028008,0.007842229358750657
7,0,30088,0.5090344905853271,0.03420487022078386,0.006981706619262696,0.00126138896750748,0.001,2000,0.01,"{'C': 0.001, 'max_iter': 2000, 'tol': 0.01}",0.8922847558702944,0.7963031423290203,0.8769592476489029,0.9540947484392215,0.9030023094688222,0.8845288407512522,0.05115058431742424,96,0.8911986268713645,0.9203671085565959,0.8954828954828955,0.883725323509965,0.9090561711883837,0.899966025121841,0.013111529835308703
8,0,30088,0.4900857925415039,0.021710143718516813,0.006183767318725586,0.0009765714243577936,0.001,2000,0.1,"{'C': 0.001, 'max_iter': 2000, 'tol': 0.1}",0.6199915647406158,0.7338075627105953,0.6669576604103011,0.8929778445362373,0.8498168498168498,0.75271029644292,0.10433576321668533,117,0.5924761370016844,0.8908728274290056,0.7997639653815893,0.7919211822660098,0.8607076713129934,0.7871483566782566,0.10416232059905875
9,0,30088,0.37998208999633787,0.01427189300701352,0.005595636367797851,0.0011918333285981847,0.001,2000,1.0,"{'C': 0.001, 'max_iter': 2000, 'tol': 1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,30088,0.9372870922088623,0.08182781137020846,0.00658259391784668,0.0016201411617617891,0.001,5000,0.0001,"{'C': 0.001, 'max_iter': 5000, 'tol': 0.0001}",0.9151122953939855,0.8565217391304348,0.9214421252371916,0.9622572370831807,0.9174242424242425,0.914551527853807,0.033761926348755564,58,0.9325968919677963,0.9352144050491925,0.9243005520726116,0.9198534247862444,0.925707771233137,0.9275346090217964,0.005610758015899574
11,0,30088,0.6540633201599121,0.03230588568949803,0.006765031814575195,0.0014415767480508367,0.001,5000,0.001,"{'C': 0.001, 'max_iter': 5000, 'tol': 0.001}",0.9129943502824859,0.8372260150916278,0.9154982948086396,0.9550478997789241,0.9056891943489882,0.9052911508621332,0.03813733152095927,93,0.9192210938227895,0.933530827624514,0.9157796451914099,0.909771621115687,0.9179550412596035,0.9192516458028008,0.007842229358750657
12,0,30088,0.4725325584411621,0.030102106854645986,0.007978296279907227,7.776978697919888e-07,0.001,5000,0.01,"{'C': 0.001, 'max_iter': 5000, 'tol': 0.01}",0.8922847558702944,0.7963031423290203,0.8769592476489029,0.9540947484392215,0.9030023094688222,0.8845288407512522,0.05115058431742424,96,0.8911986268713645,0.9203671085565959,0.8954828954828955,0.883725323509965,0.9090561711883837,0.899966025121841,0.013111529835308703
