Iteration,Time,Accuracy,F1 Score,Blue,Green,Red,Gray,Gabor4,Gabor5,Gabor6,Gabor8,Gabor11,Gabor23,Roberts,Sobel,Scharr,Prewitt,Gaussian s3,Gaussian s7,Median s3,Felzenszwalb,Quickshift,SLIC,Watershed
15,346.378381729126,0.9833470333811581,0.9622689259654081,0.23665473157229525,0.026261276270073262,0.03039470214978322,0.06313586324965038,0.002726922085415082,0.0059888336191246914,0.007378406412770082,0.005399454895432437,0.001483807057983201,0.014499485341276232,0.06894974991046417,0.04958313128448798,0.06915316013918055,0.024719187290958605,0.09984495143510225,0.05426847481325022,0.1589171909352674,0.03479847484308014,0.018547732896482223,0.011713156261412266,0.015581307536510408
16,346.010267496109,0.9831685452372844,0.9619336275726391,0.33311726733754293,0.03297761741609909,0.035110221349295784,0.11533319456051846,0.003500240303287789,0.013556029876950506,0.008758447918644573,0.004939501189343903,0.0016864535788059358,0.006095213842262529,0.10015753709848522,0.042958635419939495,0.04515503264507806,0.022575382938122737,0.041062036019625096,0.06935023588542687,0.048738712106891915,0.031474269694441004,0.017665323740919975,0.011665334342822149,0.01412331273549593
17,357.89970684051514,0.9834562234461843,0.9625219149326221,0.2688220368176701,0.037537501287781654,0.03435018126364075,0.03980651560418138,0.0034745382622837413,0.011323276296061034,0.01663174805057179,0.004494263201683913,0.0015209709226485157,0.003718153393914265,0.0633094090522944,0.03245057214354768,0.06308155354880186,0.047156790562260964,0.09460181769312473,0.07436399587755596,0.11659868442223828,0.03883574482117735,0.020749149358443957,0.012092461665858884,0.015080635754258798
18,368.6362855434418,0.9832667935003873,0.9620551014141848,0.2652358934704153,0.051557158172530856,0.043993467877134776,0.04934698317759505,0.0036800471746901687,0.012614840070159951,0.008454113999827165,0.007101594986523515,0.001527711115709042,0.004401262845411092,0.07196610347148776,0.03529517063519566,0.06454571689122629,0.035160690898662285,0.06770375136749346,0.04429272153885303,0.14992540166832027,0.038239426087649915,0.01870650982381322,0.011399682616887903,0.014851752110413154
19,353.4459328651428,0.9832886771042338,0.962124343337067,0.27106208552965455,0.03677917632546324,0.032754226754527986,0.04200828846416309,0.008704104700768203,0.010247801132819685,0.0061040886288751435,0.005243076007215836,0.0015698647904715353,0.00919866118101728,0.09809885758328984,0.04178355221195465,0.031010488418694224,0.03484355646505222,0.10404732474118798,0.030201476905793143,0.1464697138048072,0.041350647938639316,0.018425960699501986,0.013074302253841673,0.017022745462261377
20,348.7451808452606,0.983255851698464,0.9620917798604517,0.2735623118735705,0.050569491443935057,0.04179556389297752,0.03982225988468029,0.008094254632875834,0.004182082025391277,0.014044927899266391,0.006743077769559553,0.0015170749591830943,0.00591164864362703,0.07681570731326878,0.06812268209898263,0.041097683697238825,0.025618619196637403,0.053300257844553875,0.04987873305570441,0.1613281694449476,0.03396644831002577,0.017452849791200892,0.011954574345936659,0.014221581876436648
21,352.6140468120575,0.9832086651776698,0.9619820276423965,0.34381411001808687,0.0474143068466633,0.034800715247055185,0.05233960085979209,0.009849692061946058,0.006759389598051802,0.012322530749445306,0.006656288431869597,0.0015187774859243906,0.0037134265852332314,0.07746078092036088,0.025030740387209628,0.05515583068738833,0.05552194042356734,0.058937039810364036,0.010996113513786007,0.11420013748431652,0.038943704150120294,0.017681751749536005,0.011812694169659785,0.015070428819623416
22,335.12287068367004,0.9833208186473835,0.9621827522670243,0.3089755571654687,0.03614771011672092,0.03499047148576214,0.02792584172470675,0.01601899912449993,0.009903000369939982,0.012671520749567197,0.0054080531866249,0.0015135822275777519,0.003912042463626907,0.09904077835521358,0.04036518110000072,0.04363479361096318,0.04392968583474932,0.09673094094561412,0.06235653281779519,0.07874982900877149,0.03352711400846772,0.018145772690983244,0.011984398669931014,0.014068194343015128
23,408.041298866272,0.983314435929595,0.9621911439972107,0.2784306765757278,0.05301075027985526,0.029403184001117598,0.04758917823705399,0.01359628325938711,0.00397760472259248,0.014931027925203436,0.004930801623570309,0.001602498402545097,0.0037372134820376963,0.08428904463975143,0.051173714730354224,0.0588024187302818,0.047325876023108074,0.09208965794225712,0.047275495013469566,0.09480121633279634,0.02933627921297735,0.018207687374962866,0.011325910947317037,0.014163480543633405
24,330.2674388885498,0.983236019682478,0.9620170657471829,0.23700358199618837,0.04564737350185141,0.040872318181254766,0.07514291894712714,0.0036053772325750576,0.005999800258392199,0.013994121374916678,0.005806022182832097,0.0015273423397726249,0.003937925011338723,0.07299187146849435,0.0685325913453531,0.04481498608759429,0.02635245360007115,0.08056963223600633,0.04785747578726374,0.13906553842012523,0.03806494449889663,0.01936228646470509,0.012489351907484769,0.016362087157756375
25,355.4176399707794,0.9832371594535118,0.9619935994442929,0.23072930786665613,0.03344112881907631,0.05964598552181444,0.08407322302703368,0.002004782491060887,0.011132208486212115,0.007927721266558335,0.005810635995733045,0.001500005905172325,0.0036110729056989246,0.08883446563788042,0.04439558268807078,0.04972905565322553,0.0356236759266945,0.0555145642863091,0.04469369726618459,0.15538109351336118,0.041285579239351444,0.017588544751170405,0.012316562898718714,0.014761105854017027
26,359.7098174095154,0.9831977233757465,0.9619382380020686,0.31421963544255066,0.04722798010751944,0.027858590832422245,0.04244344058807209,0.003936075569489431,0.007866586986612138,0.012915419312024702,0.006728378221864245,0.0015180204251730935,0.009306954588393397,0.06163702086545807,0.049879284818523995,0.02970551913617511,0.048067737292819504,0.09376048696878012,0.07011925452072276,0.10211059128624016,0.027024720511274455,0.018660242098681168,0.011158957275973947,0.013855103151229451
27,469.311466217041,0.9831455218624041,0.9618510530715015,0.34907650760289394,0.03203938658300633,0.037482338388476956,0.0740991771348395,0.0062786435427242965,0.0033467118548439513,0.0053500354875010946,0.007950786671340028,0.0015118469842401014,0.0036685980753248942,0.0579421024779326,0.06356645772931517,0.033044193305147636,0.021789140808574557,0.029731388928934854,0.10064446193628782,0.09774243096607822,0.031094481868469453,0.01877391748919236,0.011334991559335766,0.013532400605540479
28,348.20185589790344,0.9832724923555557,0.9621050663771997,0.250992880443964,0.0506200028184267,0.03225371071483551,0.04524011166889968,0.0023497793473835067,0.012520624008154284,0.0071908083773722315,0.006158756673676527,0.0015235719894096155,0.00563929504447016,0.07199185603744233,0.038239232948239756,0.07650716841038155,0.04944316707372342,0.10925480151555941,0.04178870124269499,0.1213560835135648,0.03208401954051904,0.0174550816166894,0.012264857932805842,0.01512548908178739
29,319.60809564590454,0.9834705845612086,0.962608301955288,0.348652286389487,0.05693920298063279,0.035073066078360034,0.04175228076064615,0.0064799239677458,0.010823026541375359,0.012534167502917531,0.00838437332285148,0.0016196715058939886,0.0048722862392012786,0.08220881037671267,0.020646886487112964,0.02919389296577797,0.04678897653383697,0.08359904135765422,0.027749831865515145,0.09763915105360807,0.037212214827244114,0.019626088625869603,0.011709230686990837,0.016495589930566146
Average,500.1584233125051,0.9832862759865895,0.962137739933472,0.28571101655359943,0.04421860331863976,0.03612889591304165,0.05519625437209327,0.0065413348630081625,0.008175452571639204,0.011514422753378795,0.006094679922655322,0.001552322942415558,0.005904860079667047,0.07792039545635737,0.0438315402422368,0.053363575731892515,0.037731658140835275,0.08060836191154579,0.04641789327688466,0.11958678591639942,0.03423379722351031,0.018466266567251644,0.011744923866286023,0.01505695837666206
