,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0,90264,3.1109641551971436,0.04189395460436253,0.04216742515563965,0.004106410000560633,gini,,sqrt,1,2,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10}",0.9027418520434558,0.8111080560901842,0.9029740277217063,0.958117170694673,0.9139108314366047,0.8977703875973247,0.04788402904740595,1070,0.9958416087388282,0.9964337108177439,0.9952308219818584,0.9948581222624262,0.9956087078389236,0.995594594327956,0.0005366662308913078
1,0,90264,5.907119417190552,0.15503221664428596,0.0682023048400879,0.003987355271354164,gini,,sqrt,1,2,20,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",0.9128257799460778,0.8176962059991782,0.9031392540917628,0.9599595806492358,0.9256569391258418,0.9038555519624193,0.04717493717361445,985,0.9990711499164034,0.9987514826143954,0.9985389660853616,0.9984167194426853,0.9988508959905588,0.9987258428098809,0.0002306568280808387
2,0,90264,8.74436149597168,0.08850551322364925,0.10531783103942871,0.006958086025183795,gini,,sqrt,1,2,30,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 30}",0.9106252397391638,0.8192144518954427,0.9021299541655433,0.960232293902285,0.9249503639973528,0.9034304607399577,0.046551792220505206,999,0.9997214915673835,0.9995944723461334,0.9994096995681486,0.9993671687128212,0.9994410979320624,0.9995067860253097,0.00013192502443577864
3,0,90264,11.417622184753418,0.15542847115207215,0.12344660758972167,0.00779634874593989,gini,,sqrt,1,2,40,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40}",0.9128152605300217,0.8217117856166256,0.9063881076737645,0.9611834618788722,0.9247595203584135,0.9053716272115395,0.045926596422562097,919,0.9997833957359904,0.999906422533454,0.9996273060438536,0.9997469475548807,0.9999068930200801,0.9997941929776518,0.00010535343547483628
4,0,90264,14.3092116355896,0.2024995852899225,0.1517495632171631,0.010076733267142927,gini,,sqrt,1,2,50,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9126710139368367,0.8222161720664307,0.9067024128686327,0.9611111111111111,0.9311114027030574,0.9067624225372137,0.04632415418974325,788,0.9999690603632313,0.9998752261525984,0.9997825884399167,0.9998418372188657,0.9998448217001334,0.999862706774949,6.106092439173117e-05
5,0,90264,3.4753324508666994,0.056150904877748035,0.044405794143676756,0.004865784555264923,gini,,sqrt,1,5,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10}",0.9063343183862264,0.8432288192128086,0.9042052935644229,0.958191234053303,0.9246099383768192,0.9073139207187161,0.03743040650998021,718,0.9911801242236025,0.9924337168584292,0.9912701876909646,0.9908274351731361,0.9910285963491371,0.9913480120590539,0.000563209474146364
6,0,90264,6.169874286651611,0.06341021090210112,0.06857891082763672,0.004764083921579636,gini,,sqrt,1,5,20,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20}",0.9118510014032402,0.8238327904451683,0.9081182292363247,0.961248112732763,0.9323189926547744,0.9074738252944542,0.045878870885075744,689,0.9946666666666667,0.9949057724161641,0.9941469489414695,0.9943545829368855,0.993962780855169,0.994407350363271,0.0003417323038036119
7,0,90264,8.940605735778808,0.16422574920343525,0.09512953758239746,0.004795269644925491,gini,,sqrt,1,5,30,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 30}",0.9122313203684749,0.8237537455734132,0.903010033444816,0.9622045253444571,0.9313096951458851,0.9065018639754093,0.04606622541746357,821,0.9966536530953709,0.9964704044978916,0.9960194053986814,0.9957835335890689,0.9956130798668368,0.9961080152895698,0.0003967739187060217
8,0,90264,11.527348184585572,0.08660893208833721,0.12471275329589844,0.003643490513924954,gini,,sqrt,1,5,40,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40}",0.9134419551934827,0.8218656513462061,0.9101093624966657,0.9608980827447023,0.9302994638420296,0.9073229031246173,0.046360265851907334,717,0.9969929007657252,0.9965642178910544,0.9957046812749004,0.9962926581957603,0.9966101694915255,0.9964329255237931,0.00042713931936413165
9,0,90264,14.340777111053466,0.0911220881807184,0.14652414321899415,0.005139613457632,gini,,sqrt,1,5,50,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9144167091186959,0.8210296921819668,0.9083867521367521,0.961203083533426,0.9303855770496118,0.9070843628040904,0.04676034297356861,746,0.9971808296415626,0.9969388392578247,0.996674023188586,0.9976251543649662,0.9971401927261424,0.9971118078358165,0.00031326279606126256
